   1 0   
   2.5900000000000000e+02   2.6000000000000000e+01
   0.0000000000000000e+00   0.0000000000000000e+00
   0.0000000000000000e+00   0.0000000000000000e+00
   0.0000000000000000e+00   1.7963506000000000e+15
   1.5000000000000000e-06   1.7892323000000000e+15
   3.1000000000000000e-06   1.7670845000000000e+15
   4.7999999999999998e-06   1.7294639000000000e+15
   6.6000000000000003e-06   1.6762294000000000e+15
   8.6000000000000007e-06   1.6034112000000000e+15
   1.0800000000000000e-05   1.5095224000000000e+15
   1.3200000000000001e-05   1.3938099000000000e+15
   1.5999999999999999e-05   1.2454277000000000e+15
   1.9500000000000000e-05   1.0462009000000000e+15
   2.8799999999999999e-05   4.9544274000000000e+14
   3.2299999999999999e-05   2.9718495000000000e+14
   3.5200000000000002e-05   1.4205992000000000e+14
   3.7799999999999997e-05   1.1849700000000000e+13
   4.0200000000000001e-05  -9.9813768000000000e+13
   4.2500000000000003e-05  -1.9841464000000000e+14
   4.4700000000000002e-05  -2.8453955000000000e+14
   4.6799999999999999e-05  -3.5896701000000000e+14
   4.8900000000000003e-05  -4.2559327000000000e+14
   5.0899999999999997e-05  -4.8169433000000000e+14
   5.2899999999999998e-05  -5.3059708000000000e+14
   5.4900000000000000e-05  -5.7234088000000000e+14
   5.6799999999999998e-05  -6.0545519000000000e+14
   5.8699999999999997e-05  -6.3232585000000000e+14
   6.0600000000000003e-05  -6.5312237000000000e+14
   6.2500000000000001e-05  -6.6805062000000000e+14
   6.4399999999999993e-05  -6.7734906000000000e+14
   6.6299999999999999e-05  -6.8128490000000000e+14
   6.8200000000000004e-05  -6.8015033000000000e+14
   7.0199999999999999e-05  -6.7382304000000000e+14
   7.2299999999999996e-05  -6.6192967000000000e+14
   7.4400000000000006e-05  -6.4511846000000000e+14
   7.6600000000000005e-05  -6.2275728000000000e+14
   7.8999999999999996e-05  -5.9347498000000000e+14
   8.1500000000000002e-05  -5.5832413000000000e+14
   8.4300000000000003e-05  -5.1433826000000000e+14
   8.7499999999999999e-05  -4.5951588000000000e+14
   9.1799999999999995e-05  -3.8097391000000000e+14
   9.9699999999999998e-05  -2.3338015000000000e+14
   1.0330000000000000e-04  -1.6902326000000000e+14
   1.0630000000000000e-04  -1.1835015000000000e+14
   1.0890000000000000e-04  -7.7193039000000000e+13
   1.1129999999999999e-04  -4.1821629000000000e+13
   1.1360000000000000e-04  -1.0514468000000000e+13
   1.1580000000000000e-04   1.6901499000000000e+13
   1.1790000000000001e-04   4.0659700000000000e+13
   1.1990000000000000e-04   6.1033410000000000e+13
   1.2180000000000001e-04   7.8319040000000000e+13
   1.2370000000000000e-04   9.3575157000000000e+13
   1.2549999999999999e-04   1.0615922000000000e+14
   1.2730000000000000e-04   1.1694048000000000e+14
   1.2909999999999999e-04   1.2594608000000000e+14
   1.3080000000000001e-04   1.3285489000000000e+14
   1.3250000000000000e-04   1.3825343000000000e+14
   1.3420000000000001e-04   1.4218875000000000e+14
   1.3579999999999999e-04   1.4460382000000000e+14
   1.3740000000000001e-04   1.4581949000000000e+14
   1.3899999999999999e-04   1.4588919000000000e+14
   1.4060000000000000e-04   1.4486991000000000e+14
   1.4229999999999999e-04   1.4266099000000000e+14
   1.4400000000000000e-04   1.3936585000000000e+14
   1.4579999999999999e-04   1.3477964000000000e+14
   1.4770000000000001e-04   1.2881744000000000e+14
   1.4970000000000001e-04   1.2142064000000000e+14
   1.5180000000000000e-04   1.1256145000000000e+14
   1.5410000000000001e-04   1.0175612000000000e+14
   1.5669999999999999e-04   8.8401717000000000e+13
   1.5980000000000001e-04   7.1283430000000000e+13
   1.6410000000000000e-04   4.6215347000000000e+13
   1.7100000000000001e-04   5.4107178000000000e+12
   1.7459999999999999e-04  -1.4992949000000000e+13
   1.7760000000000001e-04  -3.1063106000000000e+13
   1.8029999999999999e-04  -4.4596972000000000e+13
   1.8290000000000000e-04  -5.6662688000000000e+13
   1.8530000000000000e-04  -6.6869856000000000e+13
   1.8770000000000001e-04  -7.6119809000000000e+13
   1.9000000000000001e-04  -8.4043232000000000e+13
   1.9230000000000001e-04  -9.1017431000000000e+13
   1.9450000000000001e-04  -9.6785854000000000e+13
   1.9670000000000001e-04  -1.0166796000000000e+14
   1.9890000000000001e-04  -1.0566909000000000e+14
   2.0120000000000001e-04  -1.0892506000000000e+14
   2.0350000000000001e-04  -1.1125764000000000e+14
   2.0579999999999999e-04  -1.1269954000000000e+14
   2.0819999999999999e-04  -1.1329781000000000e+14
   2.1060000000000000e-04  -1.1302249000000000e+14
   2.1310000000000000e-04  -1.1187041000000000e+14
   2.1570000000000001e-04  -1.0981268000000000e+14
   2.1840000000000000e-04  -1.0684027000000000e+14
   2.2120000000000001e-04  -1.0296599000000000e+14
   2.2420000000000000e-04  -9.8050870000000000e+13
   2.2750000000000000e-04  -9.1899226000000000e+13
   2.3139999999999999e-04  -8.3873479000000000e+13
   2.3670000000000001e-04  -7.2164651000000000e+13
   2.4509999999999999e-04  -5.3239379000000000e+13
   2.4929999999999999e-04  -4.4213058000000000e+13
   2.5270000000000002e-04  -3.7330494000000000e+13
   2.5569999999999998e-04  -3.1652444000000000e+13
   2.5849999999999999e-04  -2.6732335000000000e+13
   2.6110000000000000e-04  -2.2518844000000000e+13
   2.6350000000000001e-04  -1.8948516000000000e+13
   2.6580000000000001e-04  -1.5822829000000000e+13
   2.6800000000000001e-04  -1.3107822000000000e+13
   2.7010000000000001e-04  -1.0767461000000000e+13
   2.7220000000000000e-04  -8.6707465000000000e+12
   2.7420000000000000e-04  -6.8969617000000000e+12
   2.7609999999999999e-04  -5.4090246000000000e+12
   2.7789999999999998e-04  -4.1717438000000000e+12
   2.7970000000000002e-04  -3.0967178000000000e+12
   2.8140000000000001e-04  -2.2249313000000000e+12
   2.8299999999999999e-04  -1.5266346000000000e+12
   2.8459999999999998e-04  -9.4166853000000000e+11
   2.8610000000000002e-04  -4.9140903000000000e+11
   2.8750000000000000e-04  -1.5267701000000000e+11
   2.8880000000000003e-04   9.4886720000000000e+10
   2.9000000000000000e-04   2.6901295000000000e+11
   2.9100000000000003e-04   3.7613707000000000e+11
   2.9189999999999999e-04   4.4436055000000000e+11
   2.9270000000000001e-04   4.8351529000000000e+11
   2.9329999999999997e-04   5.0010205000000000e+11
   2.9379999999999999e-04   5.0582393000000000e+11
   2.9409999999999999e-04   5.0580847000000000e+11
   2.9450000000000000e-04   5.0185086000000000e+11
