   1 0   
   2.2300000000000000e+02   2.3000000000000000e+01
   1.5249119999999999e+02   0.0000000000000000e+00
   0.0000000000000000e+00   0.0000000000000000e+00
   0.0000000000000000e+00   4.6258942000000000e+16
   1.3999999999999999e-06   4.6092456000000000e+16
   2.9000000000000002e-06   4.5568439000000000e+16
   4.5000000000000001e-06   4.4668194000000000e+16
   6.2999999999999998e-06   4.3297157000000000e+16
   8.1999999999999994e-06   4.1500931000000000e+16
   1.0300000000000000e-05   3.9168241000000000e+16
   1.2600000000000000e-05   3.6272625000000000e+16
   1.5200000000000000e-05   3.2665669000000000e+16
   1.8400000000000000e-05   2.7882338000000000e+16
   2.3900000000000002e-05   1.9217459000000000e+16
   2.9000000000000000e-05   1.1199535000000000e+16
   3.2299999999999999e-05   6.2414783000000000e+15
   3.5200000000000002e-05   2.1275808000000000e+15
   3.7799999999999997e-05  -1.3203872000000000e+15
   4.0200000000000001e-05  -4.2726857000000000e+15
   4.2500000000000003e-05  -6.8752981000000000e+15
   4.4700000000000002e-05  -9.1443923000000000e+15
   4.6799999999999999e-05  -1.1101173000000000e+16
   4.8900000000000003e-05  -1.2848479000000000e+16
   5.0899999999999997e-05  -1.4315299000000000e+16
   5.2899999999999998e-05  -1.5589083000000000e+16
   5.4900000000000000e-05  -1.6670969000000000e+16
   5.6900000000000001e-05  -1.7563641000000000e+16
   5.8799999999999999e-05  -1.8240145000000000e+16
   6.0699999999999998e-05  -1.8754188000000000e+16
   6.2600000000000004e-05  -1.9111323000000000e+16
   6.4599999999999998e-05  -1.9324804000000000e+16
   6.6600000000000006e-05  -1.9379907000000000e+16
   6.8600000000000000e-05  -1.9285798000000000e+16
   7.0699999999999997e-05  -1.9037150000000000e+16
   7.2799999999999994e-05  -1.8646847000000000e+16
   7.4999999999999993e-05  -1.8099660000000000e+16
   7.7299999999999995e-05  -1.7392131000000000e+16
   7.9800000000000002e-05  -1.6485808000000000e+16
   8.2500000000000000e-05  -1.5371304000000000e+16
   8.5500000000000005e-05  -1.4000617000000000e+16
   8.9099999999999997e-05  -1.2222372000000000e+16
   9.5000000000000005e-05  -9.1441193000000000e+15
   1.0069999999999999e-04  -6.1714261000000000e+15
   1.0430000000000000e-04  -4.3792321000000000e+15
   1.0730000000000001e-04  -2.9695384000000000e+15
   1.1000000000000000e-04  -1.7818916000000000e+15
   1.1250000000000000e-04  -7.6040803000000000e+14
   1.1490000000000000e-04   1.4296625000000000e+14
   1.1720000000000000e-04   9.3329726000000000e+14
   1.1940000000000000e-04   1.6173892000000000e+15
   1.2150000000000000e-04   2.2031920000000000e+15
   1.2349999999999999e-04   2.6993176000000000e+15
   1.2549999999999999e-04   3.1350092000000000e+15
   1.2740000000000001e-04   3.4932520000000000e+15
   1.2930000000000000e-04   3.7979544000000000e+15
   1.3119999999999999e-04   4.0501573000000000e+15
